CİNSİ	STOK İSMİ	STOK KODU
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 24 cm   8'Lİ	150.15.3802.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 26 cm   8'Lİ	150.15.3802.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 28 cm   6'LI	150.15.3802.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 30 cm   6'LI	150.15.3802.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 26 cm 10'LU - STÜDYO KAPAKLI	150.15.3804.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 28 cm 10'LU - STÜDYO KAPAKLI	150.15.3804.28
İlk madde ve malzeme	DIŞ KOLİ 21PCS GRANİT SET.3901	150.15.3901.21
İlk madde ve malzeme	DIŞ KOLİ 18PCS GRANİT SET.3903	150.15.3903.18
İlk madde ve malzeme	DIŞ KOLİ 21PCS GRANİT SET.3908	150.15.3908.21
İlk madde ve malzeme	DIŞ KOLİ 3 PCS MAKLUBE GRANİT SET.4'Lü (720*365*307)	150.15.3910.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT FRİTÖZ TENC 24 cm 8'li	150.15.3912.24
İlk madde ve malzeme	DIŞ KOLİ 18PCS GRANİT SET. 3925-3926	150.15.3925.18
İlk madde ve malzeme	DIŞ KOLİ 12X8CM ÇELİK SÜTLÜK-12 Lİ	150.15.4002.12X8
İlk madde ve malzeme	DIŞ KOLİ  14CM ÇELİK SÜTLÜK.(4002-4036)DZ-8 Lİ	150.15.4002.14.DZ
İlk madde ve malzeme	DIŞ KOLİ 14X8CM ÇELİK SÜTLÜK-12 Lİ	150.15.4002.14X8
İlk madde ve malzeme	DIŞ KOLİ  16CM ÇELİK SÜTLÜK.(4002-4036)DZ-8 Lİ	150.15.4002.16.DZ
İlk madde ve malzeme	DIŞ KOLİ  18CM ÇELİK SÜTLÜK.(4002-4036)DZ-8 Lİ	150.15.4002.18.DZ
İlk madde ve malzeme	DIŞ KOLİ  20CM ÇELİK SÜTLÜK.(4002-4036)DZ-8 Lİ	150.15.4002.20.DZ
İlk madde ve malzeme	DIŞ KOLİ 3 PCS ÇELİK TEPSİ SET.  5'Lİ	150.15.4006.03
İlk madde ve malzeme	DIŞ KOLİ 3 PCS ÇELİK TEPSİ SET.  8'Lİ	150.15.4006.03.8
İlk madde ve malzeme	DIŞ KOLİ ÇELİK  FRİTÖZ TENC 24 cm 	150.15.4007.24
İlk madde ve malzeme	DIŞ KOLİ 20CM SPAGETTİ 4'Lü	150.15.4008.20
İlk madde ve malzeme	DIŞ KOLİ 14CM ÇELİK SÜTLÜK.(4002-4036-4044)-8 Lİ	150.15.4044.14.8
İlk madde ve malzeme	DIŞ KOLİ 16CM ÇELİK SÜTLÜK.(4002-4036-4044)-8 Lİ	150.15.4044.16.8
İlk madde ve malzeme	DIŞ KOLİ 18CM ÇELİK SÜTLÜK.(4002-4036-4044)-8 Lİ	150.15.4044.18.10
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO  TAVA - 4044 - 20X4	150.15.4044.20X4
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO  TAVA - 4044 - 22X4,5	150.15.4044.22X4,5
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO  TAVA - 4044 - 24X4,7	150.15.4044.24X4,7
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO  TAVA - 4044 - 26X5,5	150.15.4044.26X5,5
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO  TAVA - 4044 - 28X5,5	150.15.4044.28X5,5
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO  TAVA - 4044 - 30X5,6	150.15.4044.30X5,6
İlk madde ve malzeme	DIŞ KOLİ 20CM ÇELİK SÜTLÜK.KAPAKLI.(4045)-8 Lİ	150.15.4045.20.10
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO 12X8CM SÜTLÜK 4046	150.15.4046.12X8
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO 14X9CM SÜTLÜK 4046	150.15.4046.14X9
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO 16X10CM SÜTLÜK 4046	150.15.4046.16X10
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO 18X10CM SÜTLÜK 4046	150.15.4046.18X10
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO 20X10CM SÜTLÜK 4046	150.15.4046.20X10
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO 22X12CM SÜTLÜK 4046	150.15.4046.22X12
İlk madde ve malzeme	DIŞ KOLİ 36 PCS ÇATAL KAŞIK BIÇAK. 	150.15.4120.36
İlk madde ve malzeme	DIŞ KOLİ 60 PCS ÇATAL KAŞIK BIÇAK. (4112-4120-4121) 4 LÜ	150.15.4120.60
İlk madde ve malzeme	DIŞ KOLİ 72 PCS ÇATAL KAŞIK BIÇAK. 	150.15.4120.72
İlk madde ve malzeme	DIŞ KOLİ 36 PARÇA ÇATAL KAŞIK BIÇAK SETİ. 	150.15.4125.36
İlk madde ve malzeme	DIŞ KOLİ 72 PARÇA ÇATAL KAŞIK BIÇAK SETİ. 	150.15.4125.72
İlk madde ve malzeme	DIŞ KOLİ 5LT DÜDÜKLÜ TENCERE (5035-5035G) 4 LÜ	150.15.5035.05
İlk madde ve malzeme	DIŞ KOLİ 5LT DÜDÜKLÜ TENCERE (5035DZ-5035GDZ) 4 LÜ	150.15.5035.05.DZ
İlk madde ve malzeme	DIŞ KOLİ 7LT DÜDÜKLÜ TENCERE (5035-5035G) 4LÜ	150.15.5035.07
İlk madde ve malzeme	DIŞ KOLİ 7LT DÜDÜKLÜ TENCERE (5035DZ-5035GDZ) 4LÜ	150.15.5035.07.DZ
İlk madde ve malzeme	DIŞ KOLİ 9LT DÜDÜKLÜ TENCERE (5035-5035G) 4LÜ	150.15.5035.09
İlk madde ve malzeme	DIŞ KOLİ 9LT DÜDÜKLÜ TENCERE (5036-5035G)DZ  4LÜ	150.15.5035.09.DZ
İlk madde ve malzeme	DIŞ KOLİ 5LT DÜDÜKLÜ TENCERE (5036-5033) 4 LÜ	150.15.5036.05
İlk madde ve malzeme	DIŞ KOLİ 7LT DÜDÜKLÜ TENCERE (5036-5033) 4 LÜ	150.15.5036.07
İlk madde ve malzeme	DIŞ KOLİ  26cm---12L MATİK . 4'LÜ	150.15.5092.26.12
İlk madde ve malzeme	DIŞ KOLİ  26cm---14L MATİK . 4'LÜ	150.15.5092.26.14
İlk madde ve malzeme	DIŞ KOLİ 5 LİTRE MATİK. 4'LÜ	150.15.5121.5
İlk madde ve malzeme	DIŞ KOLİ 7 LİTRE MATİK. 4'LÜ	150.15.5121.7
İlk madde ve malzeme	DIŞ KOLİ 4PCS 5 LİTRE MATİK SET. 4'LÜ	150.15.5122.5
İlk madde ve malzeme	DIŞ KOLİ 4PCS 7 LİTRE MATİK SET. 4'LÜ	150.15.5122.7
İlk madde ve malzeme	DIŞ KOLİ 4PCS 9 LİTRE MATİK SET. 4'LÜ	150.15.5122.9
İlk madde ve malzeme	DIŞ KOLİ 4PCS 7 LİTRE MATİK+KUSKUS SET. 	150.15.5123.7
İlk madde ve malzeme	DIŞ KOLİ 6PCS 5 LİTRE MATİK+KUSKUS+SÜZGEÇ SET. 	150.15.5124.5
İlk madde ve malzeme	DIŞ KOLİ 6PCS 7 LİTRE MATİK+KUSKUS+SÜZGEÇ SET. 	150.15.5124.7
İlk madde ve malzeme	DIŞ KOLİ 6PCS (5+7) LİTRE MATİK SET+SÜZGEÇ SET. 	150.15.5125.5-7
İlk madde ve malzeme	DIŞ KOLİ 7PCS (5+7) LİTRE MATİK SET+KUSKUS+SÜZGEÇ SET. 	150.15.5126.5-7
İlk madde ve malzeme	DIŞ KOLİ 3 PCS 22CM ÇELİK KUSKUS.	150.15.6031.22
İlk madde ve malzeme	DIŞ KOLİ 3 PCS 24CM ÇELİK KUSKUS.	150.15.6031.24
İlk madde ve malzeme	DIŞ KOLİ 3 PCS 18CM ÇELİK KUSKUS.(6040-6041-6120)	150.15.6040.18
İlk madde ve malzeme	DIŞ KOLİ 3 PCS 20CM ÇELİK KUSKUS.(6040-6041-6120)	150.15.6040.20
İlk madde ve malzeme	DIŞ KOLİ 3 PCS 22CM ÇELİK KUSKUS.(6040-6041-6120)	150.15.6040.22
İlk madde ve malzeme	DIŞ KOLİ 3 PCS 24CM ÇELİK KUSKUS.(6040-6041-6120)	150.15.6040.24
İlk madde ve malzeme	DIŞ KOLİ 3 PCS 26CM MANTI SET.(6080)	150.15.6080.26.03
İlk madde ve malzeme	DIŞ KOLİ 24CM AYAKLI SÜZGEÇ 6081 (540*350*280 ) 10'LU	150.15.6081.24
İlk madde ve malzeme	DIŞ KOLİ ÇELİK MANTI SET 24CM 2'Lİ(6090-6090C)	150.15.6090.24
İlk madde ve malzeme	DIŞ KOLİ ÇELİK MANTI SET 26CM 2'Lİ(6090-6090C)	150.15.6090.26
İlk madde ve malzeme	DIŞ KOLİ ÇELİK MANTI SET 28CM 2'Lİ(6090-6090C)	150.15.6090.28
İlk madde ve malzeme	DIŞ KOLİ ÇELİK MANTI SET 30CM 2'Lİ(6090-6090C)	150.15.6090.30
İlk madde ve malzeme	DIŞ KOLİ ÇELİK CEZVE 7016 NO :3 (50'Lİ)	150.15.7016-3
İlk madde ve malzeme	DIŞ KOLİ ÇELİK CEZVE 7016 NO :4 (50'Lİ)	150.15.7016-4
İlk madde ve malzeme	DIŞ KOLİ ÇELİK CEZVE 7016 NO :5 (50'Lİ)	150.15.7016-5
İlk madde ve malzeme	DIŞ KOLİ GRANİT CEZVE SET (500x340x595) (12 Ad)	150.15.7200
İlk madde ve malzeme	DIŞ KOLİ GRANİT ORBİT CEZVE SET.12'Lİ	150.15.7230.4
İlk madde ve malzeme	DIŞ KOLİ ÇELİK ÇAYDANLIK. 1LİTRE.12Lİ	150.15.8088.1
İlk madde ve malzeme	DIŞ KOLİ ÇELİK ÇAYDANLIK. 1,5 LİTRE.12Lİ	150.15.8088.1,5
İlk madde ve malzeme	DIŞ KOLİ 2 PCS GRANİT ÇAYD(NO:1)(8202-8205-8206)	150.15.8202.NO1
İlk madde ve malzeme	DIŞ KOLİ 2 PCS GRANİT ÇAYD(NO:2)(8202-8205-8206)	150.15.8202.NO2
İlk madde ve malzeme	DIŞ KOLİ 2 PCS GRANİT ÇAYD(NO:3)(8202-8205-8206)	150.15.8202.NO3
İlk madde ve malzeme	DIŞ KOLİ GRANİT 2PCS KÜRE ÇAYDANLIK. İNDÜKSİYON	150.15.8212.L
İlk madde ve malzeme	DIŞ KOLİ GRANİT 2PCS KÜRE ÇAYDANLIK.	150.15.8212.M
İlk madde ve malzeme	DIŞ KOLİ GRANİT 2PCS KÜRE ÇAYDANLIK.İNDÜKSİYONSUZ(370*360*290)	150.15.8212.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT 2PCS KÜRE ÇAYDANLIK. İNDÜKSİYONL	150.15.8212.XL
İlk madde ve malzeme	DIŞ KOLİ GRANİT 2 PCS KÜRE ÇAY.	150.15.8214.M
İlk madde ve malzeme	DIŞ KOLİ GRANİT 2 PCS KÜRE ÇAY.	150.15.8214.S
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 20CM GÜVEÇ TENCERE	150.15.9200.20
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 22CM GÜVEÇ TENCERE	150.15.9200.22
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 24CM GÜVEÇ TENCERE	150.15.9200.24
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 24CM KARNIYARIK	150.15.9210.24
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 28CM KARNIYARIK	150.15.9210.28
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 16CM SAHAN	150.15.9230.16
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 18CM SAHAN	150.15.9230.18
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 20CM SAHAN	150.15.9230.20
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 22CM SAHAN	150.15.9230.22
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 12CM SOSLUK	150.15.9240.12
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 14CM SOSLUK	150.15.9240.14
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR 15CM SOSLUK	150.15.9240.15
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR NO4 CEZVE..12'Lİ	150.15.9250.NO4
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR NO5 CEZVE..12'Lİ	150.15.9250.NO5
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR NO6 CEZVE..12'Lİ	150.15.9250.NO6
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR NO7 CEZVE..12'Lİ	150.15.9250.NO7
İlk madde ve malzeme	DIŞ KOLİ ESİLA BAKIR ÇAYDANLIK M BOY	150.15.9260.M
İlk madde ve malzeme	DIŞ KOLİ - AKS HOME	150.15.AKS.HOME
İlk madde ve malzeme	DIŞ KOLİ 12X8 MİNİ TENCERE. ARDESTO--12'Lİ	150.15.ARD.2008.12X8
İlk madde ve malzeme	DIŞ KOLİ 12X9 MİNİ KÜRE TENCERE. ARDESTO--12'Lİ	150.15.ARD.2009.12X9
İlk madde ve malzeme	DIŞ KOLİ ARDESTO GRANİT CEZVE NO:2 3232	150.15.ARDESTO.3232.2
İlk madde ve malzeme	DIŞ KOLİ ARDESTO GRANİT CEZVE NO:3 3232	150.15.ARDESTO.3232.3
İlk madde ve malzeme	DIŞ KOLİ ARDESTO GRANİT CEZVE NO:4 3232	150.15.ARDESTO.3232.4
İlk madde ve malzeme	DIŞ KOLİ ARDESTO ÇELİK CEZVE TEKLİ.(7013-7016 ORTAK KUTU) NO3 - 24'LÜ	150.15.ARDESTO.CEZVE.NO3
İlk madde ve malzeme	DIŞ KOLİ ARDESTO ÇELİK CEZVE TEKLİ.(7013-7016 ORTAK KUTU) NO4 - 24'LÜ	150.15.ARDESTO.CEZVE.NO4
İlk madde ve malzeme	DIŞ KOLİ ARDESTO ÇELİK CEZVE TEKLİ.(7013-7016 ORTAK KUTU) NO5 - 24'LÜ	150.15.ARDESTO.CEZVE.NO5
İlk madde ve malzeme	DIŞ KOLİ 12X5 MİNİ TENCERE.ARYILDIZ.	150.15.ARY.2008.12X5
İlk madde ve malzeme	DIŞ KOLİ 12X8 MİNİ TENCERE. ARYILDIZ.	150.15.ARY.2008.12X8
İlk madde ve malzeme	DIŞ KOLİ ARYILDIZ KOÇEROLA 12X8CM MİNİ ÇELİK TEK SAP(6'LI)	150.15.ARY.2008.12X8.TEK
İlk madde ve malzeme	DIŞ KOLİ 14X5 MİNİ TENCERE.ARYILDIZ.	150.15.ARY.2008.14X5
İlk madde ve malzeme	DIŞ KOLİ 14X8 MİNİ TENCERE.ARYILDIZ.	150.15.ARY.2008.14X8
İlk madde ve malzeme	DIŞ KOLİ ARYILDIZ KOÇEROLA 14X8CM MİNİ ÇELİK TEK SAP(6'LI)	150.15.ARY.2008.14X8.TEK
İlk madde ve malzeme	DIŞ KOLİ 16X5 MİNİ TENCERE.ARYILDIZ.	150.15.ARY.2008.16X5
İlk madde ve malzeme	DIŞ KOLİ 16X8 MİNİ TENCERE. ARYILDIZ.	150.15.ARY.2008.16X8
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 12cm (12'LI) ( 435*285*275)	150.15.ARYILDIZ..3111.12
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 14cm (12'LI) ( 500*325*305)	150.15.ARYILDIZ.3111.14
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 16cm (12'LI) (540*370*305)	150.15.ARYILDIZ.3111.16
İlk madde ve malzeme	DIŞ KOLİ ARYILDIZ GRANİT CEZVE NO:2 	150.15.ARYILDIZ.7220.NO2
İlk madde ve malzeme	DIŞ KOLİ ARYILDIZ GRANİT CEZVE NO:3	150.15.ARYILDIZ.7220.NO3
İlk madde ve malzeme	DIŞ KOLİ ARYILDIZ GRANİT CEZVE NO:4	150.15.ARYILDIZ.7220.NO4
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 12cm (12'LI) ( 435*285*275)	150.15.BAMBUM.3111.12
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 14cm (12'LI) ( 500*325*305)	150.15.BAMBUM.3111.14
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 16cm (12'LI) (540*370*305)	150.15.BAMBUM.3111.16
İlk madde ve malzeme	DIŞ KOLİ TAŞEV GRANİT CEZVE NO:2 3232	150.15.BAMBUM.3232.2
İlk madde ve malzeme	DIŞ KOLİ TAŞEV GRANİT CEZVE NO:3 3232	150.15.BAMBUM.3232.3
İlk madde ve malzeme	DIŞ KOLİ TAŞEV GRANİT CEZVE NO:4 3232	150.15.BAMBUM.3232.4
İlk madde ve malzeme	DIŞ KOLİ GRANİT KREP TAVA 26 cm 	150.15.BAMBUM.3234.26
İlk madde ve malzeme	DIŞ KOLİ SARGI  12X8CM MİNİ ÇELİK BASIK TENCERE - BD	150.15.BD.2008.12X8
İlk madde ve malzeme	DIŞ KOLİ SARGI  14X8CM MİNİ ÇELİK BASIK TENCERE - BD	150.15.BD.2008.14X8
İlk madde ve malzeme	DIŞ KOLİ SARGI  16X8CM MİNİ ÇELİK BASIK TENCERE - BD	150.15.BD.2008.16X8
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 12cm (12'LI) ( 435*285*275) - BD	150.15.BD.3111.12
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 14cm (12'LI) ( 500*325*305)-BD	150.15.BD.3111.14
İlk madde ve malzeme	DIŞ KUTU MİNİ GRANİT TENC. 16cm (12'LI) (540*370*305)-BD	150.15.BD.3111.16
İlk madde ve malzeme	DIŞ KOLİ BERNARDO GRANİT CEZVE SET (500x340x595) (12 Ad)	150.15.BERNARDO.301
İlk madde ve malzeme	DIŞ KOLİ BERNARDO  28cm GRANİT GRİLL TAVA(800*350*340) 12'Lİ	150.15.BERNARDO.302.28
İlk madde ve malzeme	DIŞ KOLİ BERNARDO 16CM GRANİT DÖKÜM SAHAN.12'Lİ	150.15.BERNARDO.303.16
İlk madde ve malzeme	DIŞ KOLİ BERNARDO 18CM GRANİT DÖKÜM SAHAN.12'Lİ	150.15.BERNARDO.303.18
İlk madde ve malzeme	DIŞ KOLİ BERNARDO 20CM GRANİT DÖKÜM SAHAN.12'Lİ	150.15.BERNARDO.303.20
İlk madde ve malzeme	DIŞ KOLİ BERNARDO 22CM GRANİT DÖKÜM SAHAN.12'Lİ	150.15.BERNARDO.303.22
İlk madde ve malzeme	DIŞ KOLİ SARGI BAMBUM 12X5CM MİNİ ÇELİK BASIK TENCERE	150.15.BMBUM.2008.12X5
İlk madde ve malzeme	DIŞ KOLİ SARGI BAMBUM 12X8CM MİNİ ÇELİK DERİN TENCERE	150.15.BMBUM.2008.12X8
İlk madde ve malzeme	DIŞ KOLİ SARGI BAMBUM 14X5CM MİNİ ÇELİK BASIK TENCERE	150.15.BMBUM.2008.14X5
İlk madde ve malzeme	DIŞ KOLİ SARGI BAMBUM 14X8CM MİNİ ÇELİK DERİN TENCERE	150.15.BMBUM.2008.14X8
İlk madde ve malzeme	DIŞ KOLİ SARGI BAMBUM 16X5CM MİNİ ÇELİK BASIK TENCERE	150.15.BMBUM.2008.16X5
İlk madde ve malzeme	DIŞ KOLİ SARGI BAMBUM 16X8CM MİNİ ÇELİK DERİN TENCERE	150.15.BMBUM.2008.16X8
İlk madde ve malzeme	DIŞ KOLİ BAMBUM (26 TAVA + 20 SAHAN) 2'Lİ SET	150.15.BMBUM.26.20.02
İlk madde ve malzeme	DIŞ KOLİ Ç.TENC. 18X10 CM DERİN 8 ADET ARDESTO	150.15.BNQ.2005.18X10
İlk madde ve malzeme	DIŞ KOLİ Ç.TENC. 12X8CM 12'Lİ-BANQUET	150.15.BNQ.2008.12X8
Ticari mal	DIŞ KOLİ Ç.TENC. 14X8CM ARDESTO	150.15.BNQ.2008.14X8
İlk madde ve malzeme	DIŞ KOLİ Ç.TENC. 16X10 CM DERİN 8 ADET ARDESTO	150.15.BNQ.2008.16X10
İlk madde ve malzeme	DIŞ KOLİ ÇAYDANLIK BELİNAY	150.15.C.CY-001
İlk madde ve malzeme	DIŞ KOLİ ÇAYDANLIK 4,5 LT (20 CM)	150.15.C.CY-002
İlk madde ve malzeme	DIŞ KOLİ ÇAYDANLIK 6 LT (22 CM)	150.15.C.CY-003
Ticari mal	DIŞ KOLİ ÇAYDANLIK 0,5 LT	150.15.C.CY-004
Ticari mal	DIŞ KOLİ ÇAYDANLIK 0,75 LT	150.15.C.CY-005
İlk madde ve malzeme	DIŞ KOLİ ÇAYDANLIK 1,00 LT	150.15.C.CY-006
İlk madde ve malzeme	DIŞ KOLİ ÇAYDANLIK 1,50 LT	150.15.C.CY-007
İlk madde ve malzeme	DIŞ KOLİ ÇAYDANLIK 2,50 LT	150.15.C.CY-009
İlk madde ve malzeme	DIŞ KOLİ ÇAYDANLIK	150.15.C.CY-010
İlk madde ve malzeme	DIŞ KOLİ SEMAVER 6,00 LT (Oberon)	150.15.C.CY-021
İlk madde ve malzeme	DIŞ KOLİ SEMAVER 4,00 LT (Oberon)	150.15.C.CY-022
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 4 LT (Neo Klasik) 4 Adet	150.15.C.DK-004SCH.NEO
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 5 LT (MATİK) 4 ADET	150.15.C.DK-005
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 5 LT (Klasik) 4 Adet	150.15.C.DK-005schafer
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 6 LT (MATİK) NAAMAN	150.15.C.DK-006-NMN
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 6 LT (Neo Klasik) 4 Adet	150.15.C.DK-006SCH.NEO
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 7 LT (Klasik) 4 Adet	150.15.C.DK-007
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 7 LT KLASİK 4 Adet NAAMAN	150.15.C.DK-007-NMN
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 7 LT (MATİK) 4 ADET	150.15.C.DK-007-OMS
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 7 LT (Klasik) 4 Adet	150.15.C.DK-007schafer
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 8 LT (Neo Klasik) 4 Adet	150.15.C.DK-008SCH.NEO
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 9 LT (Klasik) 4 Adet	150.15.C.DK-009
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 9 LT KLASİK4 Adet NAAMAN	150.15.C.DK-009NMN
Ticari mal	DIŞ KOLİ DÜDÜKLÜ TENC. 9 LT (MATİK) 4 ADET	150.15.C.DK-009-OMS
Ticari mal	DIŞ KOLİ DÜDÜKLÜ TENC.7 LT KLASİK4 Adet PERFECTO	150.15.C.DK-009PRF
Ticari mal	DIŞ KOLİ DÜDÜKLÜ TENC. 9 LT (Klasik) 4 Adet	150.15.C.DK-009schafer
Ticari mal	DIŞ KOLİ DÜDÜKLÜ TENC. 6 LT (Klasik)	150.15.C.DK-011
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 4 LT KLASİK (schafer)	150.15.C.DK-04-schafer
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 5 LT KLASİK (schafer)	150.15.C.DK-05-schafer
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 6 LT KLASİK (schafer)	150.15.C.DK-06-schafer
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 7 LT KLASİK PERFECTO 4 AD	150.15.C.DK-07-NMN
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 7 LT KLASİK (schafer)	150.15.C.DK-07-schafer
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 8 LT KLASİK (schafer)	150.15.C.DK-08-schafer
Ticari mal	DIŞ KOLİ DÜDÜKLÜ TENC. 9 LT KLASİK NAAMAN 4 ADET	150.15.C.DK-09-NMN
İlk madde ve malzeme	DIŞ KOLİ DÜDÜKLÜ TENC. 9 LT KLASİK (schafer)	150.15.C.DK-09-schafer
İlk madde ve malzeme	DIŞ KOLİ FRİTÖZ 4007	150.15.C.FRT-24
İlk madde ve malzeme	DIŞ KOLİ Ç.KARNIYARIK  24 cm 4 ADET EMSAN	150.15.C.KRN-24.EMS
İlk madde ve malzeme	DIŞ KOLİ Ç.KARNIYARIK  26 cm 4 ADET EMSAN	150.15.C.KRN-26.EMS
Ticari mal	DIŞ KOLİ Ç.KARNIYARIK  28 cm 4 ADET EMSAN	150.15.C.KRN-28.EMS
Ticari mal	DIŞ KOLİ Ç.KARNIYARIK  30 cm 4 ADET EMSAN	150.15.C.KRN-30.EMS
İlk madde ve malzeme	DIŞ KOLİ Ç.KARNIYARIK  32 cm 4 ADET EMSAN	150.15.C.KRN-32.EMS
İlk madde ve malzeme	DIŞ KOLİ Ç.KUSKUS 18 CM	150.15.C.KS-018
İlk madde ve malzeme	DIŞ KOLİ Ç.KUSKUS 18 CM	150.15.C.KS-018.DZ
İlk madde ve malzeme	DIŞ KOLİ Ç.KUSKUS 20 cm	150.15.C.KS-200
İlk madde ve malzeme	DIŞ KOLİ Ç.KUSKUS 20 cm	150.15.C.KS-200.DZ
İlk madde ve malzeme	DIŞ KOLİ Ç.KUSKUS 22 cm	150.15.C.KS-22.DZ
İlk madde ve malzeme	DIŞ KOLİ Ç.KUSKUS 22 cm	150.15.C.KS-220
Ticari mal	DIŞ KOLİ Ç.KUSKUS 24 cm	150.15.C.KS-240
Ticari mal	DIŞ KOLİ Ç.KUSKUS 26 cm	150.15.C.KS-260
İlk madde ve malzeme	DIŞ KOLİ Ç.KUSKUS 28 cm	150.15.C.KS-280
İlk madde ve malzeme	DIŞ KOLİ Ç.KUSKUS 30 cm 715x355x730	150.15.C.KS-300
İlk madde ve malzeme	DIŞ KOLİ Ç.SAHAN 18-20-22 cm 460x460x200	150.15.C.SH-002
İlk madde ve malzeme	DIŞ KOLİ Y.SAHAN Ç. 16-18 KÜRE (4 ADET) NAAMAN	150.15.C.SH-16-18.NMN
İlk madde ve malzeme	DIŞ KOLİ Ç.SAHAN 22 cm 530x340x600 (8 Ad)	150.15.C.SH-220
İlk madde ve malzeme	DIŞ KOLİ Ç.SAHAN 26 cm 645x370x590 (6 Ad)	150.15.C.SH-260
İlk madde ve malzeme	DIŞ KOLİ Ç.SAHAN SET 18-20-22 cm (4 Pcs)	150.15.C.SHS-01
İlk madde ve malzeme	DIŞ KOLİ C.SEMAVER 18cm (R-117, R-119) ORTAK DIŞ KOLİ	150.15.C.SMV.18
İlk madde ve malzeme	DIŞ KOLİ C.SEMAVER 20cm (R-112, R-118) ORTAK KOLİ	150.15.C.SMV.20
İlk madde ve malzeme	DIŞ KOLİ C.SEMAVER 22cm (R-123, R-124) ORTAK KOLİ	150.15.C.SMV.22
İlk madde ve malzeme	DIŞ KOLİ Ç.SEMAVER TENC. 18 cm (4 Adet)	150.15.C.SMV-18
