CİNSİ	STOK İSMİ	STOK KODU
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TENC 22 cm(545*330*500) 8'Lİ	150.15.3140-41.22
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TENC 24 cm(585*335*535) 8'Lİ	150.15.3140-41.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TENC 26 cm(635*355*550) 8'Lİ	150.15.3140-41.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TENC 28 cm(665*360*445) 6'LI	150.15.3140-41.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TENC 30 cm(720*370*455) 6'LI	150.15.3140-41.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TENC 32 cm 6'LI (740*386*440)	150.15.3140-41.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TENC 34 cm 6'LI (760*403*456)	150.15.3140-41.34
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 20 cm - FUERTE MODEL - 4'LÜ	150.15.3170.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 22 cm - FUERTE  MODEL - 4'LÜ	150.15.3170.22
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 24 cm - FUERTE  MODEL - 4'LÜ	150.15.3170.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 26 cm - FUERTE  MODEL - 4'LÜ	150.15.3170.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT K.SAPLI TAVA 26 cm(780*325*400) 8'	150.15.3202.26
İlk madde ve malzeme	DIŞ KOLİ 26cm MERİDYEN KÜRE TAVA  10'LU (kapaklı)	150.15.3203.26
İlk madde ve malzeme	DIŞ KOLİ 28cm MERİDYEN KÜRE TAVA  10'LU  (kapaklı)	150.15.3203.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 26 cm 12'li	150.15.3204.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT DENİZ KIZI TAVA 26 cm	150.15.3205.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT DENİZ KIZI TAVA 28 cm	150.15.3205.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 20 cm(600*230*350) 12'Lİ	150.15.3209.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 22 cm(635*250*365) 12'Lİ	150.15.3209.22
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 24 cm(675*265*395) 12'Lİ	150.15.3209.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 26 cm 12'li	150.15.3209.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 28 cm(765*305*405) 12'li	150.15.3209.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 30 CM.	150.15.3209.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 18 cm 12'Lİ (569*220*350)	150.15.3210.18
İlk madde ve malzeme	DIŞ KOLİ SARGI GRANİT TAVA 18 cm(460*250*315)12'Lİ	150.15.3210.18.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 20 cm(600*230*350) 12'Lİ	150.15.3210.20
İlk madde ve malzeme	DIŞ KOLİ SARGI GRANİT TAVA 20cm(495*265*320)12'Lİ	150.15.3210.20.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 22 cm(635*250*375) 12'Lİ	150.15.3210.22
İlk madde ve malzeme	DIŞ KOLİ SARGI GRANİT TAVA 22cm(530*275*335)12'Lİ	150.15.3210.22.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 24 cm(675*265*395) 12'Lİ	150.15.3210.24
İlk madde ve malzeme	DIŞ KOLİ SARGI GRANİT TAVA 24cm(585*285*350)12'Lİ	150.15.3210.24.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 26 cm 12'li	150.15.3210.26
İlk madde ve malzeme	DIŞ KOLİ SARGI GRANİT TAVA 26cm(670*300*375)12'Lİ	150.15.3210.26.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 28 cm(765*305*405) 12'li	150.15.3210.28
İlk madde ve malzeme	DIŞ KOLİ SARGI GRANİT TAVA 28cm(675*315*375)12'Lİ	150.15.3210.28.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 30 cm(800*330*420) 12'li	150.15.3210.30
İlk madde ve malzeme	DIŞ KOLİ SARGI GRANİT TAVA 30cm(680*345*375)12'Lİ	150.15.3210.30.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 32 cm 10'lU (850*360*390)	150.15.3210.32
İlk madde ve malzeme	DIŞ SARGI KOLİ GRANİT TAVA 32 cm 12'li	150.15.3210.32.S
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 20 cm KAPAKLI 10'LU	150.15.3210G.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 22 cm.KAPAKLI  10'LU	150.15.3210G.22
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 24 cm KAPAKLI  10'LU	150.15.3210G.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 26 cm KAPAKLI 10'LU	150.15.3210G.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 28 cm KAPAKLI 10'LU	150.15.3210G.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 30 cm KAPAKLI  10'LU	150.15.3210G.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 32 cm KAPAKLI  10'LU	150.15.3210G.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT WOK TAVA 28 cm(750*305*450) 10'lu	150.15.3211.28
İlk madde ve malzeme	DIŞ KOLİ 28cm GRANİT GRİLL TAVA(800*350*340) 12'Lİ	150.15.3212.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT TEKLİ 29X27 TEPSİ	150.15.3213.29
İlk madde ve malzeme	DIŞ KOLİ GRANİT TEKLİ 35X27 TEPSİ (610*450*355)	150.15.3213.35
İlk madde ve malzeme	DIŞ KOLİ GRANİT TEKLİ SAHAN.3214. 10'LU	150.15.3214.18
İlk madde ve malzeme	DIŞ KOLİ GRANİT TEKLİ SAHAN.3214. 10'LU	150.15.3214.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT TEKLİ SAHAN.3214. 10'LU	150.15.3214.22
İlk madde ve malzeme	DIŞ KOLİ 36CM GRANİT BLK TAVA(495*380*600) 6'LI	150.15.3215.36
İlk madde ve malzeme	DIŞ KOLİ 36CM GRANİT BALIK TAVA 5'LI	150.15.3215.36.05
İlk madde ve malzeme	DIŞ KOLİ 36CM GRANİT BALIK TAVA 8'LI	150.15.3215.36.08
İlk madde ve malzeme	DIŞ KOLİ 32CM GRANİT BLK TAVA(495*350*705) 8'LI	150.15.3216.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT 12CM  SÜTLÜK(3217-3217T)	150.15.3217.12
İlk madde ve malzeme	DIŞ KOLİ GRANİT 14CM  SÜTLÜK(3217-3217T)	150.15.3217.14
İlk madde ve malzeme	DIŞ KOLİ GRANİT 16CM  SÜTLÜK(3217-3217T)	150.15.3217.16
İlk madde ve malzeme	DIŞ KOLİ GRANİT 18CM  SÜTLÜK(3217-3217T)	150.15.3217.18
İlk madde ve malzeme	DIŞ KOLİ GRANİT 20CM  SÜTLÜK(3217-3217T)	150.15.3217.20
İlk madde ve malzeme	DIŞ KOLİ 32CM GRANİT BLK TAVA(525*345*720) 8'LI	150.15.3219.32
İlk madde ve malzeme	DIŞ KOLİ 28 CM HAMSİ TAVA(785*320*295) 10'LU	150.15.3222.28
İlk madde ve malzeme	DIŞ KOLİ 32 CM HAMSİ TAVA(875*360*315) 10'LU	150.15.3222.32
İlk madde ve malzeme	DIŞ KOLİ 34 CM HAMSİ TAVA(525*380*550) 10'LU	150.15.3222.34
İlk madde ve malzeme	DIŞ KOLİ 32 CM HAMSİ TAVA(485*345*445)'8Lİ	150.15.3223.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAC KAVURMA 40 cm(430*420*765) 8'L	150.15.3225.40
Ticari mal	DIŞ KOLİ GRANİT SAC KAVURMA 24 cm(540*305*440) 12'	150.15.3228.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAC KAVURMA 30 cm(665*345*478) 10'	150.15.3228.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAC KAVURMA 34 cm(390*390*785) 8'L	150.15.3228.34
İlk madde ve malzeme	DIŞ KOLİ GRANİT 18CM KÜRE SÜTLÜK	150.15.3229.18
İlk madde ve malzeme	DIŞ KOLİ GRANİT 20CM KÜRE SÜTLÜK	150.15.3229.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT K. SAPLI SAHAN- 18CM	150.15.3231.18
İlk madde ve malzeme	DIŞ KOLİ GRANİT K. SAPLI SAHAN- 20CM	150.15.3231.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT KREP TAVA 24 cm(455*260*420) 12'Lİ	150.15.3234.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT KREP TAVA 26 cm(475*280*420) 12'Lİ	150.15.3234.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT KREP TAVA 28 cm(495*305*435) 12'Lİ	150.15.3234.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT KREP TAVA 30 cm(510*335*445) 12'Lİ	150.15.3234.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT KREP TAVA 30 cm  10'LU	150.15.3234.30.10
İlk madde ve malzeme	DIŞ KOLİ GRANİT KREP TAVA 32 cm 12'Lİ	150.15.3234.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT KREP TAVA 32 cm  10'LU	150.15.3234.32.10
İlk madde ve malzeme	DIS KOLİ GRANİT KUSKUS SPAGETTİ SET	150.15.3235.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TAVA 24CM 10''Lİ..KAPAKSIZ	150.15.3241.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TAVA 26CM 10''Lİ..KAPAKSIZ	150.15.3241.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TAVA 28CM 6''Lİ..KAPAKSIZ	150.15.3241.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TAVA 24CM 10''LU (730*295*490)	150.15.3241.GL.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TAVA 26CM 10''LU (765*310*490)	150.15.3241.GL.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE TAVA 28CM(790*340*320) 6'LI	150.15.3241.GL.28
Ticari mal	DIŞ KOLİ GRANİT KÜRE TAVA 30CM(820*365*350) 6'LI	150.15.3241.GL.30
İlk madde ve malzeme	DIŞ KOLİ MAYA PİRAMİDİ KEK KALIBI	150.15.3243
İlk madde ve malzeme	DIŞ KOLİ RÜZGAR GÜLÜ KEK KALIBI.26CM	150.15.3244.26
İlk madde ve malzeme	DIŞ KOLİ TART KEK KALIBI.22CM	150.15.3245.22
İlk madde ve malzeme	DIŞ KOLİ TART KEK KALIBI.22CM--10'LU	150.15.3245.22.10
İlk madde ve malzeme	DIŞ KOLİ GRANİT 32CM WOK TAVA.	150.15.3246.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT 28CM WOK TAVA.5'li (425*385*610)	150.15.3247.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT 32CM WOK TAVA.5'li (490*405*590)	150.15.3247.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAHAN 16 cm(DÖKÜM)  12'Lİ	150.15.3248.16
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAHAN 18 cm(DÖKÜM)   12'Lİ	150.15.3248.18
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAHAN 20 cm(DÖKÜM)   12'Lİ	150.15.3248.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAHAN 20 cm(DÖKÜM)  10'LU	150.15.3248.20.10
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAHAN 22 cm(DÖKÜM)   12'Lİ 	150.15.3248.22
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAHAN 22 cm(DÖKÜM)  10'LU	150.15.3248.22.10
İlk madde ve malzeme	DIŞ KOLİ GRANİT BATON KEK KALIBI	150.15.3249
İlk madde ve malzeme	DIŞ KOLİ (3'LÜ TAVA SET).3255	150.15.3255.03
İlk madde ve malzeme	DIŞ KOLİ 20 CM DÖKÜM TAVA.3255	150.15.3255.20
İlk madde ve malzeme	DIŞ KOLİ 24 CM DÖKÜM TAVA.3255	150.15.3255.24
İlk madde ve malzeme	DIŞ KOLİ 28 CM DÖKÜM TAVA.3255	150.15.3255.28
İlk madde ve malzeme	DIŞ KOLİ 26CM DÖKÜM KREP TAVA.3256.10'LU (475*280*205)	150.15.3256.26
İlk madde ve malzeme	DIŞ KOLİ 26CM DÖKÜM KREP TAVA.8'Lİ	150.15.3256.26.8
İlk madde ve malzeme	DIŞ KOLİ 3 PARÇA GRANİT SET. 	150.15.3257.03
İlk madde ve malzeme	DIŞ KUTU DÖKÜM GRANİT SAC TAVA 36CM(3270)	150.15.3270.36
İlk madde ve malzeme	DIŞ KUTU DÖKÜM GRANİT SAC TAVA 36CM(3271)	150.15.3271.36
İlk madde ve malzeme	DIŞ KOLİ GRANİT DAMLA GÜLÜ KEK KALIBI	150.15.3272
İlk madde ve malzeme	DIŞ KOLİ GRANİT YILDIZ GÜLÜ KEK KALIBI	150.15.3273
İlk madde ve malzeme	DIŞ KOLİ GRANİT 28CM WOK TAVA.	150.15.3275.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT 32CM WOK TAVA.	150.15.3275.32
İlk madde ve malzeme	DIŞ KOLİ DÖKÜM GÜZLEME TAVASI.36CM	150.15.3276.36
İlk madde ve malzeme	DIŞ KOLİ GRANİT PAPATYA  KEK KALIBI	150.15.3277
İlk madde ve malzeme	DIŞ KOLİ GRANİT SAC KAVURMA 34 cm 	150.15.3279.34
İlk madde ve malzeme	DIŞ KOLİ GRANİT Muffin & Cupcake   KEK KALIBI	150.15.3280
İlk madde ve malzeme	DIŞ KOLİ.12CM SAKLAMA KABI.3282.10 LU	150.15.3282.12
İlk madde ve malzeme	DIŞ KOLİ.14CM SAKLAMA KABI.3282.10 LU	150.15.3282.14
İlk madde ve malzeme	DIŞ KOLİ.16CM SAKLAMA KABI.3282.10 LU	150.15.3282.16
İlk madde ve malzeme	DIŞ KOLİ 35CM GRANİT PRATİK GÖZLEME TAVASI 6LI	150.15.3283.35
İlk madde ve malzeme	DIŞ KOLİ 40CM GRANİT PRATİK GÖZLEME TAVASI 6LI	150.15.3283.40
İlk madde ve malzeme	DIŞ KOLİ 3 PARÇA TAK-ÇIKAR GRANİT DÖKÜM TAVA SETİ.	150.15.3284.03
İlk madde ve malzeme	DIŞ KOLİ 34CM GRANİT ÇİFT TARAFLI DÖKÜM GÖZLEME TAVA.	150.15.3285.34
İlk madde ve malzeme	DIŞ KOLİ GRANİT DÜNYA   KEK KALIBI	150.15.3287
İlk madde ve malzeme	DIŞ KOLİ GRANİT DİLİMLİ  KEK KALIBI	150.15.3288
İlk madde ve malzeme	DIŞ KOLİ GRANİT GÖZLEME&BAZLAMA&HAMSİ TAVA	150.15.3291.36
İlk madde ve malzeme	DIŞ KOLİ GRANİT OCAK ÜSTÜ TOST TAVA.10'lu (465*250*320)	150.15.3292.23x17
İlk madde ve malzeme	DIŞ KOLİ GRANİT GÖZLEME&BAZLAMA&HAMSİ TAVA	150.15.3293.34
İlk madde ve malzeme	DIŞ KOLİ 18CM DÖKÜM SAHAN	150.15.3294.18
İlk madde ve malzeme	DIŞ KOLİ 20CM DÖKÜM SAHAN	150.15.3294.20
İlk madde ve malzeme	DIŞ KOLİ 22CM DÖKÜM SAHAN	150.15.3294.22
İlk madde ve malzeme	DIŞ KOLİ 32CM DÖKÜM TAVA	150.15.3295.32
İlk madde ve malzeme	DIŞ KOLİ MEYVELİ TART KEK KALIBI.8'Lİ	150.15.3296.8
İlk madde ve malzeme	DIŞ KOLİ YAPRAK KEK KALIBI.12'Lİ	150.15.3297.12
İlk madde ve malzeme	DIŞ KOLİ LALE (TULIP)  KEK KALIBI.8'Lİ	150.15.3298.8
İlk madde ve malzeme	DIŞ KOLİ 26CM DÖKÜM KREP TAVA 12'Lİ	150.15.3299.26
İlk madde ve malzeme	DIŞ KOLİ 28cm MERİDYEN KÜRE KARNIYARIK 8'LI	150.15.3303.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 22 cm 12'l	150.15.3310.22
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 24 cm(535*350*385) 8'Lİ	150.15.3310.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 26 cm(580*360*405) 8'li	150.15.3310.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 28 cm(615*370*385) 8!li	150.15.3310.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 30 cm 6'lı (665*385*340)	150.15.3310.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 32 cm 6'LI (700*400*325)	150.15.3310.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 34 cm 6'LI (760*385*340)	150.15.3310.34
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 36 cm 6'LI 	150.15.3310.36
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 40 cm 4'LÜ	150.15.3312.40
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 26 cm	150.15.3315.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 28 cm	150.15.3315.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 30 cm	150.15.3315.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT DENİZ KIZI KARNIYARIK 26 cm	150.15.3317.26
Ticari mal	DIŞ KOLİ GRANİT KARNIYARIK 26 cm 8'li	150.15.3318.26
Ticari mal	DIŞ KOLİ GRANİT KARNIYARIK 28 cm 8'li	150.15.3318.28
İlk madde ve malzeme	DIŞ KOLİ DODECA DÖKÜM KARNIYARIK 26 cm 8'li	150.15.3319.26
Ticari mal	DIŞ KOLİ GRANİT K. SAPLI K.YRK 26 cm(595*345*400)	150.15.3320.26
Ticari mal	DIŞ KOLİ GRANİT K. SAPLI K.YRK 28 cm(660*370*365)	150.15.3322.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT K. SAPLI K.YRK 32 cm(745*400*275)	150.15.3322.32
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE KARNIYARIK 24CM	150.15.3340-41.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE KARNIYARIK 26CM(610*355*420)	150.15.3340-41.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE KARNIYARIK 28 cm(655*370*445)	150.15.3340-41.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT KÜRE KARNIYARIK 30 cm(695*370*355)	150.15.3340-41.30
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 24 cm - FUERTE MODEL - 4'LÜ	150.15.3370.24
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 26 cm - FUERTE  MODEL - 4'LÜ	150.15.3370.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT KARNIYARIK 28 cm - FUERTE  MODEL - 4'LÜ	150.15.3370.28
İlk madde ve malzeme	DIŞ KOLİ 24CM GRANİT TEPSİ	150.15.3411.24
İlk madde ve malzeme	DIŞ KOLİ 26CM GRANİT TEPSİ	150.15.3411.26
İlk madde ve malzeme	DIŞ KOLİ 28CM GRANİT TEPSİ (615*315*475)	150.15.3411.28
İlk madde ve malzeme	DIŞ KOLİ 30CM GRANİT TEPSİ (635*335*515)	150.15.3411.30
İlk madde ve malzeme	DIŞ KOLİ 32CM GRANİT TEPSİ (690*355*500)	150.15.3411.32
İlk madde ve malzeme	DIŞ KOLİ 34 CM TEPSİ (380*380*600) 10'LU	150.15.3412.34
İlk madde ve malzeme	DIŞ KOLİ COLONNA 7 PCS GRANİT SET(450*305*310)	150.15.3518.07
İlk madde ve malzeme	DIŞ KOLİ 16 PCS TEFLON ÇEYİZ SET.	150.15.3519.16
İlk madde ve malzeme	DIŞ KOLİ 23PCS GRANİT SET.3530-3531	150.15.3530.23
İlk madde ve malzeme	DIŞ KOLİ 7 PARÇA DENİZ KIZI GRANİT SET. 	150.15.3540.07
İlk madde ve malzeme	DIŞ KOLİ 6 PARÇA MİNİ KÜRE GRANİT SET. 	150.15.3554.06
İlk madde ve malzeme	DIŞ KOLİ OMS 26CM BAKLAVA DESEN DÖKÜM KARNIYARIK 8'Lİ	150.15.3631.26
İlk madde ve malzeme	DIŞ KOLİ OMS 28CM BAKLAVA DESEN DÖKÜM KARNIYARIK 8'Lİ	150.15.3631.28
İlk madde ve malzeme	DIŞ KOLİ OMS 30CM BAKLAVA DESEN DÖKÜM KARNIYARIK 8'Lİ	150.15.3631.30
İlk madde ve malzeme	DIŞ KOLİ 26CM DÖKÜM TAVA. 12'Lİ (745*300*425)	150.15.3708.26
İlk madde ve malzeme	DIŞ KOLİ 28CM DÖKÜM TAVA. 12'Lİ (785*320*435)	150.15.3708.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT MİNİ DÖKÜM TAVA. 12'Lİ	150.15.3720.14
İlk madde ve malzeme	DIŞ KOLİ GRANİT MİNİ DÖKÜM SAHAN.12'Lİ	150.15.3721.14
İlk madde ve malzeme	DIŞ KOLİ GRANİT MİNİ DÖKÜM TENCERE.12'Lİ	150.15.3722.14
İlk madde ve malzeme	DIŞ KOLİ DÖKÜM GÜZLEME TAVASI.34CM	150.15.3723.34
İlk madde ve malzeme	DIŞ KOLİ 16CM GRANİT DÖKÜM SAHAN.12'Lİ	150.15.3725.16
İlk madde ve malzeme	DIŞ KOLİ 18CM GRANİT DÖKÜM SAHAN.12'Lİ	150.15.3725.18
İlk madde ve malzeme	DIŞ KOLİ 20CM GRANİT DÖKÜM SAHAN.12'Lİ	150.15.3725.20
İlk madde ve malzeme	DIŞ KOLİ 22CM GRANİT DÖKÜM SAHAN.12'Lİ	150.15.3725.22
İlk madde ve malzeme	DIŞ KOLİ 26CM COLONNA TAVA-KAPAKLI 10'LU	150.15.3730GL.26
İlk madde ve malzeme	DIŞ KOLİ 28CM COLONNA TAVA-KAPAKLI 10'LU	150.15.3730GL.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 26 cm - FUERTE MODEL - 6'LÜ	150.15.3735.26
İlk madde ve malzeme	DIŞ KOLİ GRANİT TAVA 28 cm - FUERTE MODEL - 6'LÜ	150.15.3735.28
İlk madde ve malzeme	DIŞ KOLİ 28CM GRANİT DÖKÜM TAVA.12'Lİ	150.15.3738.28
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3750-3752-3762) 24CM	150.15.3750.24
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3750-3752-3762) 26CM	150.15.3750.26
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3750-3752-3762) 28CM	150.15.3750.28
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3750-3752-3762) 30CM	150.15.3750.30
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3750-3752-3762) 32CM	150.15.3750.32
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3751-3763) 24CM	150.15.3751.24
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3751-3763) 26CM	150.15.3751.26
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3751-3763) 28CM	150.15.3751.28
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3751-3763) 30CM	150.15.3751.30
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO WOK TAVA (3751-3763) 32CM	150.15.3751.32
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3753-3755-3764) 22CM	150.15.3753.22
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3753-3755-3764) 24CM	150.15.3753.24
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3753-3755-3764) 26CM	150.15.3753.26
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3753-3755-3764) 28CM	150.15.3753.28
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3753-3755-3764) 30CM	150.15.3753.30
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3753-3755-3764) 32CM	150.15.3753.32
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3754-3765) 22CM	150.15.3754.22
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3754-3765) 24CM	150.15.3754.24
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3754-3765) 26CM	150.15.3754.26
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3754-3765) 28CM	150.15.3754.28
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3754-3765) 30CM	150.15.3754.30
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO KREP TAVA (3754-3765) 32CM	150.15.3754.32
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3756-3758-3760) 18CM	150.15.3756.18
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3756-3758-3760) 20CM	150.15.3756.20
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3756-3758-3760) 22CM	150.15.3756.22
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3756-3758-3760) 24CM	150.15.3756.24
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3756-3758-3760) 26CM	150.15.3756.26
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3756-3758-3760) 28CM	150.15.3756.28
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3756-3758-3760) 30CM	150.15.3756.30
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3756-3758-3760) 32CM	150.15.3756.32
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3757-3759) 18CM	150.15.3757.18
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3757-3759) 20CM	150.15.3757.20
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3757-3759) 22CM	150.15.3757.22
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3757-3759) 24CM	150.15.3757.24
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3757-3759) 26CM	150.15.3757.26
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3757-3759) 28CM	150.15.3757.28
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3757-3759) 30CM	150.15.3757.30
İlk madde ve malzeme	DIŞ KOLİ OMS GASTRO TAVA (3757-3759) 32CM	150.15.3757.32
İlk madde ve malzeme	DIŞ KOLİ TEFLON TAVA 28 cm  8'Lİ	150.15.3771.28
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 18CM  8'Lİ	150.15.3802.18
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 20 cm   8'Lİ	150.15.3802.20
İlk madde ve malzeme	DIŞ KOLİ GRANİT TENC 22 cm   8'Lİ	150.15.3802.22
